positionX, positionY, positionZ, phaseX, phaseY, phaseZ, myocyte_index, flag 
34.767410,35.898781,81.354625,8991.098408,9684.284332,17629.710694,0,0
33.918882,46.081118,64.949747,10922.257939,9508.106602,16578.282508,0,0
57.960512,52.869343,71.737973,12204.309095,9998.338077,15023.425407,0,0
9.596492,66.360807,27.627867,7025.056878,14037.807144,10743.247844,-1,0
62.589063,60.387823,44.370981,13156.042371,10785.565385,14921.900535,-1,0
31.254120,31.254120,70.040916,8239.681990,7709.191811,13751.091406,0,0
23.736544,55.414928,79.374726,7355.494796,11801.630282,17531.869743,0,0
28.908242,0.864028,29.803971,7384.783105,7331.183543,13203.214433,-1,0
77.545106,23.257117,54.147681,13080.081239,8488.445759,16979.867363,-1,0
24.019387,43.371869,76.546299,8813.873062,10708.431947,14391.119209,0,0
28.544870,22.605173,87.860007,9769.801165,7567.517507,20332.697075,0,0
28.827713,55.578593,53.918882,8765.884898,9912.213384,15262.597205,0,0
35.615938,42.687006,54.201724,10006.792245,11098.661282,14339.435361,0,0
52.586501,48.061017,79.374726,12005.998076,9676.952388,17133.878933,0,0
19.394970,65.649218,44.270914,7271.555078,9530.445212,13285.923890,-1,0
34.082547,46.646804,105.679098,8411.221370,10651.854649,19866.054284,0,0
29.110556,21.920310,65.232590,10728.355118,8883.415619,14677.356034,0,0
22.322330,56.665476,57.030152,9145.748318,12960.590373,13237.777138,0,0
44.949747,21.071782,61.838478,9553.067280,7811.130094,14895.348570,0,0
54.119892,47.212489,82.768838,13702.183065,7349.491508,16634.834080,0,0
66.562761,79.415695,74.169927,16408.836237,12618.834224,15296.621424,-1,0
15.880869,52.460778,69.780925,5641.773548,13128.690472,17954.769369,-1,0
46.363961,36.062446,42.605173,11734.592523,7331.491843,12424.833442,0,0
32.221825,23.900209,89.557063,10309.747903,9412.998063,17991.879473,0,0
58.645375,24.302229,55.333095,11722.805789,8921.168376,12546.170137,0,0
69.744481,20.655063,76.570360,14592.564940,7073.108324,15593.195779,-1,0
56.546299,59.776746,93.799704,11163.304984,11664.232663,19266.258427,0,0
40.424264,45.798276,36.382634,10310.647343,8279.588737,15047.888473,0,0
34.484567,30.807612,66.929646,8426.001296,7575.094990,16998.088976,0,0
49.234969,25.907995,56.311365,7989.557875,6744.452168,14148.206224,-1,0
14.119892,20.059589,67.778175,8258.004455,7045.542887,17274.420649,0,0
75.282863,16.775283,68.963595,13926.561146,6517.464326,13789.875516,-1,0
55.980613,51.574307,48.544870,10213.346621,13061.686806,12456.984173,0,0
6.677782,79.158324,11.770278,2933.486350,13929.515108,8322.384927,-1,0
27.413499,55.251263,72.303658,8672.558117,13190.621683,17600.563752,0,0
58.362532,59.091883,53.918882,13198.083661,10678.041607,15089.836876,0,0
38.444365,27.815520,101.436457,7299.205646,10485.054616,17233.032275,0,0
